LOAN_ID,APPLICATION_DATE,APPLICANT_AGE,ANNUAL_INCOME,EMPLOYMENT_STATUS,EMPLOYMENT_LENGTH_MONTHS,CREDIT_SCORE,EXISTING_DEBT,NUM_CREDIT_ACCOUNTS,LOAN_AMOUNT,LOAN_PURPOSE,LOAN_TERM_DAYS,INTEREST_RATE,STATE,LOAN_DEFAULT
7OQ2ZDO74V1QX8ER,2024-10-09,29,32885,Student,0,686,5380,8,2500,Medical,90,16.0,TX,N
TB74RS7GU0ENV5SN,2024-01-12,33,62389,Employed,37,659,10878,7,2500,Emergency,90,13.94,AZ,N
961J88QEOZ0KZ4Z7,2024-01-11,41,24883,Employed,60,586,13309,7,7500,Travel,60,20.65,MI,N
WHWKMY9X8SYLEMRU,2024-08-20,63,27826,Employed,24,825,10037,2,5000,Debt Consolidation,90,14.16,NY,N
YP04K43SAFYH1FKJ,2024-11-12,31,58440,Self-Employed,7,611,3027,3,1000,Debt Consolidation,60,22.09,MI,Y
4YK1B3D5050UI22K,2024-04-24,39,72445,Self-Employed,35,672,3485,1,1000,Emergency,90,15.37,FL,N
X7N89LTAJW2536ZX,2024-12-14,33,43495,Employed,21,827,7189,8,7500,Home Repair,30,11.42,OH,N
1TV18KGYGGSNPUEV,2024-08-28,31,51461,Contract,24,815,42334,5,2500,Medical,365,14.41,WA,N
JLZFFLB7WXRUM2LH,2024-07-21,44,34964,Employed,190,603,11121,4,5000,Education,180,18.17,IL,N
GCSOTDHHLMH1T939,2024-03-27,18,78889,Unemployed,0,783,19251,6,3000,Medical,30,11.82,FL,N
AYQ6WW8YL68NTK63,2024-04-02,44,26153,Unemployed,0,563,61538,3,2000,Debt Consolidation,180,23.82,WA,N
N2QB6GS8G8TACY15,2024-05-25,40,56184,Employed,74,748,14305,6,2500,Debt Consolidation,30,15.65,AZ,Y
PDTZ91X70FQLDB2U,2024-03-03,38,18682,Employed,86,773,3822,3,500,Car Repair,60,13.92,FL,Y
UIJNWPAYTXW1VZC7,2024-06-06,34,89225,Employed,7,710,810,3,500,Car Repair,90,16.58,IL,Y
D2KD1POXRTEO2T8F,2024-11-16,55,27798,Retired,0,665,20889,5,5000,Other,60,11.28,CA,Y
Y620N8TTEAVT8K06,2024-02-07,39,99778,Unemployed,0,639,24110,1,2000,Home Repair,180,20.97,NC,N
MOXSFH4GG24479QT,2024-11-12,39,61106,Employed,49,738,15946,3,1000,Car Repair,180,16.1,NY,N
KCD0RLEXDW6LQWLV,2024-10-02,51,33792,Employed,78,654,1528,5,500,Emergency,60,15.74,TX,Y
UNLPAIH0P4E05QMK,2025-01-02,38,36470,Employed,60,706,18903,3,2000,Debt Consolidation,90,19.3,NY,N
TGV44FTJ5CCASBUO,2024-02-23,28,31147,Unemployed,0,668,1104,2,1000,Other,60,14.03,TX,N
V6TT9Q1NI10KQSOS,2025-01-09,38,81021,Employed,49,714,4804,5,5000,Emergency,30,13.78,NC,N
X43WFSQG8X80RMHR,2024-01-28,39,27889,Self-Employed,24,705,2992,2,1500,Emergency,30,12.92,CO,N
CNBH6NQQB9LZS34J,2024-03-16,70,89593,Employed,7,603,1748,0,1500,Medical,30,18.55,CA,N
TGXNX4SN6SM5RRVS,2024-06-09,37,35645,Contract,39,682,3522,0,3000,Emergency,365,18.25,AZ,N
FFCXHGNZEI3ZRRHF,2024-01-09,44,69407,Student,0,756,11050,4,5000,Emergency,90,13.72,TX,N
4ABUFWBUCJG8VUAZ,2024-09-09,30,15000,Employed,23,527,37924,4,2000,Emergency,90,26.7,CO,N
XKDQ95G3V23GXJ0M,2024-10-01,33,15000,Employed,28,709,17768,5,500,Debt Consolidation,180,16.36,CA,N
QVINDH4SPFDRWB2S,2024-06-13,53,36570,Employed,11,624,25147,3,3000,Other,60,20.22,GA,N
EREV361XSNBTI22N,2024-04-06,52,27898,Employed,30,571,14043,2,2500,Medical,60,26.07,MI,N
V01ZDERI4K5OGZ2U,2024-08-12,44,65926,Employed,31,555,20662,5,1500,Medical,90,25.33,NV,Y
EAXYLNFXJ4PNJY1O,2024-04-19,31,32437,Employed,69,605,28486,3,500,Emergency,30,19.72,CA,N
2RNTJLMZ04X0QZFH,2024-12-30,35,26345,Employed,4,721,10259,6,1500,Home Repair,90,11.24,FL,N
OMTZZF8ADF7PCHCB,2024-11-20,48,44722,Employed,40,591,9010,7,1500,Home Repair,90,20.75,TX,Y
N9WSZV83XPHX2KBV,2024-05-02,41,52281,Employed,5,803,28879,0,3000,Emergency,180,13.06,TX,Y
SIGBIAF92MOVS0CD,2024-06-15,18,250000,Employed,45,689,14147,3,500,Travel,365,15.61,GA,Y
K36M8JVH7UJODCK8,2024-01-03,34,106071,Employed,7,635,2287,3,500,Emergency,90,19.23,TX,N
2853UY8U118QQVAE,2024-04-03,18,27947,Self-Employed,63,745,20460,4,1000,Emergency,90,11.2,TX,N
CW9YIL8SA3IDY3C7,2024-01-07,36,60026,Student,0,658,61568,7,500,Emergency,60,17.58,CA,Y
RM6J8Y6RH05HHIWF,2024-08-09,39,54753,Employed,45,690,3722,3,500,Medical,90,13.0,CA,N
D7YXW1TBRWR965R9,2024-09-01,39,71026,Employed,9,696,13330,1,500,Car Repair,90,15.61,NY,N
6KHUB2RTSOYG9ZQY,2025-01-05,48,25089,Employed,12,692,21107,10,2000,Education,180,12.41,TN,N
AHULWJTIQWNRHZN4,2025-01-11,39,38008,Employed,5,631,41588,8,1000,Emergency,60,19.39,TX,N
KGEUIDJIPNF8F3GR,2024-12-14,51,44076,Retired,0,668,10583,1,7500,Other,365,15.38,NY,Y
94SZ2KUUOYC3RWQM,2024-03-19,44,63951,Retired,0,703,29688,4,3000,Other,180,17.04,GA,Y
MU7JAE58HUXG2MYR,2024-04-13,41,62923,Employed,113,618,21856,1,2500,Emergency,90,24.68,PA,N
06NKWFG3MWU4CFIL,2024-12-09,42,58854,Employed,13,588,5306,6,2000,Debt Consolidation,60,16.46,IL,N
KJXJQ5NV8OGA0X7Z,2024-10-07,23,37077,Student,0,586,27499,5,1500,Other,90,17.34,NY,N
CGDC5TAO1CJFX5LI,2024-03-08,29,69572,Unemployed,0,583,10897,3,1000,Emergency,30,20.16,OH,N
KWE4BX4LR9TJQ8ZG,2024-08-20,32,78103,Retired,0,693,11682,5,2000,Debt Consolidation,30,13.65,CA,N
VWWUSXLMT2PNJKA3,2024-09-27,29,65588,Employed,59,694,21397,3,3000,Medical,60,15.1,IL,N
4MQA78RAPKIANOUO,2024-02-23,58,29193,Employed,8,709,11099,2,1500,Car Repair,60,12.22,AZ,N
F0ONJPI163YK03O4,2024-05-10,53,60076,Employed,39,679,29110,2,500,Home Repair,60,13.64,FL,N
GKWWJWGABTGDJZ0I,2024-07-31,32,170979,Self-Employed,153,591,20912,7,1000,Emergency,90,18.8,AZ,N
FRML29Q2L48C1CQG,2024-11-01,33,53375,Employed,17,635,31117,1,500,Home Repair,30,22.26,NC,Y
433E1I1P0BQ1S9RY,2024-07-17,27,87272,Contract,73,646,16790,2,1500,Emergency,180,16.11,NC,N
LLWB7SJWH55HEWLG,2024-09-07,44,36505,Employed,129,753,3832,3,1000,Medical,60,11.64,NY,N
JE2AB2RVNDFDW79W,2024-07-12,36,22422,Student,0,607,9431,3,1000,Education,90,21.32,NV,N
CXZ2EI9212PGYME6,2024-08-28,44,24534,Employed,178,666,231,6,2000,Medical,60,14.0,IL,N
RPKZGGM0J36TCFKJ,2024-02-10,37,48409,Student,0,675,20517,6,1000,Debt Consolidation,90,18.35,NC,N
NAWNGA41IZXTNSRT,2024-06-01,30,36466,Retired,0,653,14873,6,3000,Other,90,15.52,MI,N
WLXDSC4E5HRDU4XS,2024-10-17,38,34359,Employed,44,726,7431,4,10000,Medical,60,15.65,MI,N
ZJNVC7HR6C2CU7ON,2024-09-26,36,57598,Employed,110,770,6070,6,2000,Home Repair,90,7.76,MI,N
Z3JBCK88D0TGSIWG,2024-05-05,18,27198,Employed,33,641,15765,5,5000,Car Repair,90,20.36,TX,N
0ODWMQX5GGOMF9PM,2024-10-09,51,29838,Unemployed,0,838,39295,4,3000,Other,60,12.1,MI,N
L9LN1P0VUH17J8QO,2024-07-22,24,137566,Employed,203,608,3908,2,1000,Debt Consolidation,180,23.94,OH,N
09VS9KKH4A3YJTU7,2024-06-06,55,36391,Self-Employed,12,663,7820,4,1000,Home Repair,180,19.36,TX,N
FBMENUI3DO7002G3,2024-10-09,40,49960,Retired,0,844,29407,4,2500,Debt Consolidation,30,10.67,GA,N
YU6VK0UCC1M3O55I,2024-10-06,34,121177,Unemployed,0,696,5272,8,1500,Debt Consolidation,365,15.55,MI,N
XVA1NKBTFSHB0OQV,2024-08-30,35,97798,Employed,4,699,11522,5,500,Medical,180,12.59,CA,N
SHKOECUBODS1EEUR,2024-09-23,41,28635,Employed,31,669,35317,4,500,Home Repair,60,15.1,GA,Y
XHW0IC1L7DYPMLVA,2024-12-18,24,127881,Employed,100,592,42241,6,1500,Debt Consolidation,60,21.69,GA,N
K9W9PFB3HN14EB87,2024-11-25,42,29264,Employed,12,655,31001,1,1500,Car Repair,365,13.88,NY,Y
53AYEQAHTHSJR0FZ,2024-09-16,26,71626,Student,0,627,35378,2,2000,Medical,30,23.45,MI,N
AUXBGK2WBXANJ4X5,2024-12-14,29,53230,Employed,38,727,2579,4,2000,Emergency,365,15.51,FL,N
A5XIN9DL5TGSQ7AI,2024-11-25,50,83741,Self-Employed,34,673,7347,4,2000,Travel,60,15.34,OH,N
TMOFMMWI9S3W563B,2024-09-03,19,65939,Employed,2,619,962,6,2000,Home Repair,180,18.68,NY,N
TKF6XDN8WWIIF86L,2024-12-27,44,23138,Self-Employed,21,753,639,5,2000,Emergency,60,14.67,NY,N
THET25LZSE99F77L,2024-04-10,30,34505,Employed,107,503,7158,1,500,Home Repair,90,22.05,NY,N
U8EL5015OOP767J2,2024-09-16,42,48038,Unemployed,0,570,333,7,3000,Emergency,60,23.84,OH,N
DG1WJUIIYMYRSVZN,2024-02-03,45,36341,Retired,0,608,8020,1,7500,Debt Consolidation,180,15.0,PA,Y
4REGB1AJO091C795,2024-03-20,30,129679,Unemployed,0,684,12623,3,10000,Medical,60,11.91,OH,N
RLQIOB0NLW0VS52S,2024-10-17,53,32973,Self-Employed,80,663,6909,3,2000,Debt Consolidation,180,21.5,FL,N
Q3B9SO0USWBKOK3Q,2024-05-16,49,112175,Self-Employed,18,696,7478,5,1000,Travel,60,14.69,TN,N
PWBSF3Q0E27ZEOQG,2024-07-11,52,71275,Employed,127,524,21593,4,1000,Emergency,90,26.34,CO,N
VZHQJY62ZEEQNSN2,2024-07-07,35,81632,Retired,0,721,65738,8,500,Car Repair,90,14.91,TX,N
S8NN16UXF5GZPL1Q,2024-09-08,36,27567,Employed,1,846,25221,3,5000,Other,60,14.82,TN,N
WEEHWJQ4TA5IVROC,2024-08-01,33,32853,Student,0,721,2435,8,2000,Other,90,15.44,NY,Y
VITWU3BFXB4Y4K7B,2024-12-04,31,39904,Contract,14,683,5019,4,3000,Other,60,14.05,TN,N
PGYVYV2GQU7DKNNC,2024-01-18,34,70747,Self-Employed,19,667,7406,10,500,Car Repair,30,16.69,CA,N
PTKEZJSSZWD0W9RY,2024-11-26,63,83435,Employed,73,792,4477,4,7500,Emergency,30,11.72,AZ,Y
79KVLS9MEUSWRGVZ,2024-03-10,41,29839,Employed,20,672,8106,4,2500,Other,30,14.47,TX,Y
9AAWE429OMUWAHK2,2024-05-19,27,32841,Employed,27,712,5200,3,5000,Education,90,13.46,CA,Y
LSLAYM0WBGLMY62X,2024-10-29,21,56083,Contract,11,754,854,2,2500,Debt Consolidation,180,15.2,CO,N
RW6TM2O04K0LTHY2,2024-02-18,38,25123,Retired,0,678,3057,5,3000,Car Repair,365,16.95,PA,N
5M8KB9W4UOV51ZLB,2024-03-06,38,108213,Student,0,703,19979,2,3000,Emergency,30,15.48,FL,N
ORIQ8HKE226PARSG,2024-06-06,24,35129,Employed,242,581,7318,3,2000,Debt Consolidation,180,21.82,CO,N
70S1F537YE0QZSA7,2024-07-28,25,26328,Employed,136,605,48461,6,1500,Medical,180,19.25,OH,N
YVDQBSXLUL6LGJLP,2024-10-16,65,65678,Employed,45,642,772,3,2500,Home Repair,365,20.97,FL,Y
EFJAWSHMLFZKICWM,2024-01-12,41,59576,Self-Employed,111,607,57881,4,5000,Education,90,19.93,MI,Y
PEQYDBPGVV4ZWL3Z,2024-03-24,56,72164,Self-Employed,23,748,19265,3,1500,Emergency,30,13.75,NY,N
YT91QE37QQYZQII4,2024-07-06,61,50336,Retired,0,703,24045,5,2500,Education,180,13.18,NY,N
W6OZX25QBRMQG1VE,2024-11-03,24,42412,Student,0,641,1829,3,1000,Car Repair,90,18.69,NY,Y
D32LX2TOOWT9NM3V,2024-12-04,42,132075,Contract,26,752,8452,1,1500,Travel,180,9.76,WA,N
2P2TIXC7URVQT3G8,2024-07-14,35,42695,Employed,54,674,21525,6,3000,Debt Consolidation,60,13.48,GA,Y
CD31NRXD356WAFFT,2024-09-30,64,20618,Employed,5,651,18337,3,500,Home Repair,30,14.68,AZ,N
OUHYLU6K7P9MDA9O,2024-02-14,32,59422,Employed,136,644,2642,2,7500,Emergency,180,21.68,NC,N
EKNTBZ3M55IZOLNN,2024-08-10,43,30842,Self-Employed,51,698,12501,7,7500,Travel,90,11.83,IL,Y
TXRGN74F9YECAZRP,2024-08-05,43,29914,Employed,11,745,27134,5,1000,Emergency,90,13.17,GA,N
9DXOQ2VPGSTQMGVU,2024-06-03,37,61911,Employed,16,740,18444,7,2500,Debt Consolidation,30,16.91,IL,Y
4ISOTN9UZERYF099,2024-01-05,36,65275,Unemployed,0,717,16780,3,1000,Car Repair,180,14.57,FL,N
2QC6DR08CW2LBM2Q,2024-02-11,41,38617,Retired,0,598,10000,8,1500,Emergency,60,20.69,FL,N
SQ0P82KB700UCRGB,2024-09-06,39,47762,Retired,0,638,31841,2,1000,Education,180,20.79,TX,Y
93WKCS4KEK4AEGVF,2024-05-16,39,118599,Employed,45,757,51688,4,2000,Medical,60,11.6,NY,Y
Q3JZR25MDF7FR91I,2024-10-07,52,106628,Student,0,662,1167,5,500,Travel,60,16.42,NY,N
PWH0MX1EGOK01TNZ,2024-10-27,45,40846,Contract,82,693,2874,7,2500,Travel,30,14.26,NC,N
RF5A7QY8YB7W8P74,2024-01-30,54,37653,Employed,17,753,4206,0,2000,Medical,180,10.84,IL,N
MJDXO100VHMYGTY3,2024-10-30,40,74138,Employed,63,709,27848,2,3000,Medical,365,15.22,TX,N
ADDQHKGAD7X48WZE,2024-12-24,39,40715,Employed,19,607,33571,5,1000,Medical,60,17.99,NY,N
4EX6U86ZJQ7W7JP6,2024-01-22,27,46094,Student,0,649,12043,0,2000,Debt Consolidation,180,18.31,CA,N
1LFC1NLC8JPR7VGR,2024-02-29,35,80253,Self-Employed,125,627,33100,3,3000,Emergency,180,23.72,TX,Y
F1HX6ZDCUJQ6FX7X,2024-12-29,26,48985,Employed,9,731,14592,4,500,Other,60,15.05,CO,N
JZ6US7RP422TA83R,2024-04-22,32,22088,Employed,22,694,43241,3,2000,Debt Consolidation,60,16.08,PA,N
U7MYOW8DT8CQ1XGB,2024-01-13,30,69031,Student,0,706,8059,7,5000,Car Repair,60,13.67,FL,Y
NGZ6WMDW0FGZVRCT,2024-12-15,49,60132,Retired,0,718,13600,3,5000,Home Repair,30,15.86,TX,N
LT4Q9BC2BE3YQY5F,2024-04-04,32,43360,Employed,8,675,3976,4,2000,Education,30,15.92,AZ,N
U7BFXQ7BZEGBL2QG,2024-10-13,37,39218,Employed,27,806,18746,4,3000,Emergency,90,13.42,GA,N
V3DR2H2P39YL9UE4,2024-09-04,33,97204,Employed,53,652,6054,3,500,Debt Consolidation,60,14.53,WA,Y
21VMEFOZTP7BD4W1,2024-12-19,44,59688,Contract,89,701,2012,2,2500,Home Repair,60,12.77,CA,N
ARAGDX5O31YHXSO7,2024-09-17,50,41817,Contract,13,699,15052,2,2000,Other,90,16.79,TX,N
VBGR8W2MAIETDN1T,2024-04-25,53,42133,Unemployed,0,628,1532,3,3000,Emergency,180,20.69,NC,N
H1XJG2Y8RGYBXKPM,2024-04-10,44,18770,Employed,144,640,12959,4,1500,Emergency,30,20.23,CA,Y
21B07G2RE6ZVLHYL,2024-03-23,38,18787,Retired,0,602,1679,2,1500,Travel,60,16.91,AZ,N
2LD05NHQR6F7QNEZ,2024-11-26,21,91330,Employed,33,738,25115,1,5000,Medical,365,14.41,AZ,N
W9HEYCE4QGM5V2WW,2024-02-01,18,172812,Employed,86,694,1082,7,2500,Home Repair,180,13.05,PA,N
G84D4R9V4K00ILU6,2024-08-06,44,41958,Self-Employed,108,709,7650,5,1500,Emergency,30,11.41,NY,N
VFUA9BQ1BTR23QIU,2024-11-28,38,53310,Employed,20,725,2457,4,1000,Medical,60,15.1,NY,Y
A08EKXDRKZ40AQ15,2024-12-03,29,26932,Retired,0,696,6452,7,500,Car Repair,180,17.33,CA,N
O2NQW4C6LBPJ8T22,2024-08-12,52,79590,Employed,101,718,4014,6,7500,Education,60,15.61,OH,N
C50B8Y5DNWNGUCZH,2024-12-26,29,49966,Employed,55,674,21448,7,2000,Emergency,60,13.98,CA,N
9IER7U8H0IMJYJCM,2024-02-14,43,103360,Employed,15,632,2335,4,10000,Home Repair,60,19.01,FL,N
RSEZYTKW2837C6QC,2024-06-06,36,41039,Employed,12,698,11753,4,3000,Medical,90,17.19,TX,Y
6K8DJZR5SWK8TEMP,2024-08-06,51,78462,Self-Employed,21,725,8366,5,2500,Emergency,180,14.36,OH,N
XKC5I8XOMXLVZ4QK,2024-12-19,34,40506,Retired,0,596,5450,2,3000,Other,60,23.8,NC,Y
E2GJR81BMQF7ZK94,2024-09-02,54,55867,Self-Employed,16,601,8,3,1000,Car Repair,60,23.45,MI,N
YXFIBLEJGUBLMNTF,2024-11-16,75,62748,Employed,10,570,3093,3,10000,Emergency,180,23.46,TX,Y
K7ORFQLA09LZRK79,2024-02-01,20,39303,Employed,16,721,12168,5,5000,Emergency,180,19.11,TX,N
UFU6PY06FTLO4QDB,2024-04-08,26,16171,Self-Employed,147,602,7184,6,10000,Emergency,30,17.82,OH,N
XVH7KATQYDSHLV76,2024-02-17,34,81677,Retired,0,665,4875,1,2000,Medical,365,12.88,NY,N
MF4NNKM95D0P92K3,2024-03-08,50,35179,Employed,19,727,18678,6,500,Emergency,90,15.59,CA,N
8P6FVDHR59C81DO6,2024-09-18,53,37025,Employed,14,701,14497,4,2000,Medical,180,16.51,OH,N
OUZ1EGNTB34KUQAA,2024-07-29,40,19602,Employed,44,709,1357,3,2500,Emergency,90,15.23,CA,N
J84RX6PRYIEJ9C0U,2024-11-01,23,120709,Employed,94,728,8947,6,1000,Home Repair,60,15.78,CA,N
U5WRYESU4FCL5EFJ,2024-02-13,53,35792,Employed,51,820,14371,1,500,Home Repair,180,10.11,FL,N
P6MKT7S1GD1T53YK,2024-12-17,23,33477,Employed,33,764,8630,7,2000,Emergency,365,8.54,OH,N
YYDU3ASNRM6DFHG6,2024-05-07,47,75515,Employed,11,565,18962,3,7500,Education,365,27.41,IL,N
W3STT1EQC37RLN36,2024-03-13,35,58965,Employed,25,688,32044,4,500,Emergency,60,16.55,TX,N
V1MZB3I4FIEECY2C,2024-03-03,18,63933,Retired,0,687,21546,4,7500,Travel,60,14.85,GA,N
11BD2SCEJCY127H6,2024-05-23,22,97028,Unemployed,0,693,15011,5,1000,Emergency,60,16.03,CA,N
GMD478MFS0IUDUAH,2024-09-10,30,46817,Employed,86,641,17182,3,2000,Emergency,60,16.34,TX,Y
GK6T9DHSZNVP8GMN,2025-01-10,36,18071,Self-Employed,36,724,3993,3,500,Emergency,90,15.91,OH,N
HIE9EDE1ZUBLEKVL,2024-06-24,23,92001,Employed,55,529,16415,2,3000,Car Repair,90,21.82,WA,N
9PTK4GC4RYG9RDPX,2024-03-25,24,55582,Self-Employed,77,638,50231,6,1500,Emergency,90,19.49,TX,N
DFOVD79C9MV9E40K,2024-06-26,42,30957,Employed,36,636,11007,1,3000,Car Repair,30,18.56,MI,Y
ZUJ2XORVORK1DJRW,2024-04-02,65,64424,Employed,52,734,180,4,2000,Car Repair,90,14.47,GA,Y
EDBCY8NYFWDC112H,2024-12-21,33,79445,Self-Employed,151,738,5556,4,3000,Medical,180,14.6,PA,N
XRJM4T8BP6NLNQBU,2024-09-19,45,32078,Unemployed,0,766,7480,3,500,Emergency,30,8.72,OH,N
4KZREZRDYXYUR4SO,2024-06-03,37,23437,Contract,32,729,6014,5,1000,Car Repair,60,15.58,GA,N
R8WM9LBB4M0A6MDM,2024-04-25,45,38733,Employed,61,772,4666,2,1500,Education,60,11.14,TX,N
MMXIXV6CKMALQ5U6,2025-01-01,55,188837,Retired,0,764,35456,5,1000,Medical,60,11.52,TX,N
JZV9NOU3DYMS1MWN,2024-10-02,36,45808,Employed,67,608,1765,2,5000,Debt Consolidation,90,23.6,CA,Y
PR424TKB9OI0D4DM,2024-08-06,31,19303,Employed,48,685,5504,8,500,Car Repair,30,11.83,NC,Y
C2RH2XK2PTHOWQ1G,2024-04-09,27,19016,Employed,56,766,3985,7,1000,Travel,90,10.63,TX,N
AZ5UH80Q7TW1PUWS,2024-04-04,40,65628,Student,0,597,7392,4,2500,Travel,60,23.45,OH,N
NFFYKPL3CHO3XJVO,2024-03-14,18,49279,Contract,55,758,41225,4,1500,Emergency,365,13.45,NY,Y
EGI3QUPXBFEJ2XG4,2024-03-26,41,36336,Employed,8,768,34684,5,3000,Debt Consolidation,90,12.44,CA,N
8RA4DV56ONXD70FE,2024-02-06,34,70615,Employed,58,649,932,7,3000,Education,60,19.44,CA,Y
07S387J5IE3LVO0I,2024-09-03,43,62909,Contract,33,529,24642,4,2000,Other,60,23.15,CA,Y
PFG8PJVRN8LPY857,2024-01-30,50,42631,Employed,25,734,2600,2,3000,Emergency,90,15.84,CO,N
NZ3A8V4X7Y2ITL8N,2024-12-08,35,59648,Employed,29,568,7075,6,1000,Emergency,365,26.03,IL,N
3E54N6O9JD3IH66W,2024-06-27,44,47214,Employed,54,590,853,2,2500,Home Repair,30,20.34,TX,Y
51OB537QO4Z533ZS,2024-01-25,26,71992,Unemployed,0,666,6944,4,1500,Emergency,90,13.35,FL,Y
MV30QABXW2EOWLCF,2024-08-14,51,42341,Employed,5,608,10415,5,1000,Home Repair,30,17.95,FL,N
S8314Y2LR0JY32HO,2024-06-19,44,23955,Self-Employed,52,754,27352,1,1000,Emergency,90,14.0,GA,N
G585I87XW69HZGOP,2024-08-23,37,30863,Employed,3,599,3894,5,2000,Debt Consolidation,180,20.73,WA,N
JDN8EZP7QYEZG52K,2025-01-09,53,29787,Unemployed,0,733,5510,3,5000,Medical,180,14.22,OH,N
RE4V9KYPOFKJW6NY,2024-10-10,41,33789,Self-Employed,77,754,1649,5,2500,Home Repair,365,9.8,CA,N
QAELYYZZ0JDCLI69,2024-01-05,26,26733,Self-Employed,2,653,8150,5,1500,Home Repair,180,14.67,CA,N
78V0BJWKON8UUJS7,2024-05-16,18,68022,Retired,0,725,7544,5,10000,Debt Consolidation,365,15.22,AZ,N
5ELTFEBE5407K5W1,2024-09-04,50,22718,Employed,59,642,12916,4,1000,Debt Consolidation,30,18.64,TX,N
JL6L91F4X2BFIBJZ,2024-10-15,41,86474,Employed,5,730,2138,3,2000,Travel,180,15.42,MI,N
P97BMZRR45ED5GGS,2024-11-25,56,108805,Employed,114,768,11031,6,2000,Debt Consolidation,60,13.55,WA,N
J6VV8SUOC1Y5AYYO,2024-10-29,30,52354,Unemployed,0,687,27407,6,1000,Education,30,11.74,NC,Y
V84FC3XQ8VA8X8L0,2024-05-18,27,60409,Employed,52,660,5699,4,1000,Medical,180,17.73,IL,N
08UHBXLBC8NOG85D,2024-02-03,44,35960,Self-Employed,38,764,15490,3,1000,Debt Consolidation,30,11.34,OH,N
4F2K1XERP3LYEX3S,2024-03-22,21,51503,Employed,103,544,642,4,1500,Emergency,60,24.21,CA,N
R5RUP13WPPBMQIYF,2024-07-12,28,77110,Employed,28,676,15899,5,1500,Car Repair,60,17.91,TX,Y
RWSKP6RFE64SKBCB,2024-05-16,23,25164,Employed,26,665,2267,6,5000,Home Repair,30,15.05,TX,N
DPDXUJJCSEXGGOC5,2024-03-06,33,31852,Employed,75,692,13857,4,500,Education,90,14.19,WA,N
KVQYWJ85GG0V5DTA,2024-10-12,38,65058,Employed,17,739,33296,5,7500,Debt Consolidation,60,13.11,OH,N
EGRY58VRW9MYYOKE,2024-09-24,39,36353,Retired,0,601,13671,2,1000,Debt Consolidation,180,21.62,TX,N
AEA84HXXPW2GKQRA,2024-08-12,48,50452,Employed,30,682,67,4,500,Medical,30,14.75,FL,Y
FFZ8Q4VHU4BAWZ94,2024-10-17,51,73868,Employed,44,605,19753,4,1000,Car Repair,30,21.71,NC,N
0VTKRRVWY3RZTPLC,2024-08-19,37,29376,Student,0,533,9411,5,1500,Home Repair,90,26.31,CA,N
6PRR7MZAKGMIH6MV,2024-01-27,36,100950,Employed,64,685,16828,6,3000,Emergency,60,16.72,MI,N
4XEKZ83Y0224WK0Y,2024-07-07,34,42250,Contract,137,670,55895,2,2500,Car Repair,30,10.5,CA,N
EHVDO9KHBA5MF36B,2025-01-13,34,40209,Employed,16,816,18168,6,500,Education,30,12.39,IL,N
CPWEIJMMB5JFYSYZ,2024-04-30,18,38959,Employed,4,731,711,6,500,Home Repair,90,11.9,PA,Y
7PQ4DDV283BDW56F,2024-03-14,52,35903,Student,0,701,4845,3,2500,Other,60,14.62,NY,N
KPS0DXME4PO1I3MS,2024-08-03,32,60767,Contract,27,729,17510,2,2500,Home Repair,180,16.19,WA,N
DN1MXF1PI2OOQ42N,2024-09-20,39,28735,Self-Employed,9,792,9368,4,2000,Medical,180,9.51,NY,N
BFA37DL9FC1XX6CW,2024-07-16,18,67056,Self-Employed,9,658,44225,4,5000,Education,365,12.07,NY,N
ZXSKOYTK06AKT7ZQ,2024-07-31,43,115271,Employed,1,781,23352,3,1000,Education,90,13.21,PA,N
HT2XZ52OHKBM00E9,2024-08-25,48,33363,Contract,53,679,2797,4,1000,Emergency,180,12.92,FL,N
KDTS1FB2VI109DCN,2024-11-01,47,86936,Self-Employed,259,700,22716,3,1500,Car Repair,60,15.39,NY,Y
WMBXEK0Q929U6WTV,2024-02-01,30,45991,Self-Employed,55,775,7629,4,1500,Car Repair,180,14.88,CO,N
MK2ZYZSILU3NDZ3C,2024-02-26,33,51225,Employed,28,688,2896,1,500,Emergency,90,13.9,CA,N
C5RQNSVSOJRPP7R9,2024-07-31,49,15000,Self-Employed,12,612,7613,1,1000,Debt Consolidation,180,24.33,TN,N
3FEZEZ5EHR07N8VO,2024-09-21,22,34976,Employed,9,653,19440,7,1000,Other,90,16.7,CA,N
EUBFN9KR2FVB66H3,2024-12-22,23,48346,Unemployed,0,530,24202,8,2000,Other,180,20.75,AZ,N
REM5PUU62RZV1SQQ,2024-07-16,35,42310,Student,0,687,44482,3,2500,Home Repair,90,14.97,FL,N
Q5L2XOIOT860X5ZU,2024-12-19,44,27096,Self-Employed,5,659,16333,3,3000,Education,365,15.56,FL,Y
2ZUEUGWUBUGR6E7G,2024-02-24,19,33644,Retired,0,732,6567,7,10000,Car Repair,90,16.21,NY,N
A2IZ5P3VOB5APO4L,2024-10-05,28,52138,Employed,55,702,12344,3,3000,Debt Consolidation,60,15.54,IL,N
JEDGFJDLOGWLACOL,2024-02-21,29,124050,Unemployed,0,700,3320,3,2000,Debt Consolidation,90,17.74,NC,N
OLN3EH1VR1NECQOR,2024-12-27,25,29000,Employed,4,541,11361,6,500,Home Repair,90,29.8,TX,N
